,Datetime,Tweet Id,Text,Username
27,2022-01-30 18:14:44+00:00,1487851791203147776,"AN GAYYACENI ZUWA  FADAR SHUGABAN KASA ASO ROCK VILLA 
Ranar 3 ga Watan February Za'ai taron masu ruwa da Tsaki na APC Professional Forum
 (State House Conference Hall)
Babban bako mai jawabi shine Maigirma Shugaban Kasar Nigeria President
H.E Muhammadu Buhari CGFR
Shugaban Taro https://t.co/AbAt9a5bjK",abduldanja87
28,2022-01-30 18:14:30+00:00,1487851730373124100,The Presidency wishes to give a further clarification on the circumstances of bad weather which forced the cancellation of the visit to Zamfara State on Thursday of President Muhammadu Buhari in spite of the great interest generated nationwide on the planned visit.,GarShehu
29,2022-01-30 18:05:26+00:00,1487849451863658496,It can only be Muhammadu Buhari. https://t.co/DLff2Ivtw1,BelloAAG
30,2022-01-30 17:43:03+00:00,1487843817512390667,"The Niger Delta Development Commission -NDDC's forensic audit report was submitted to the Attorney General of the Federation and Minister of Justice, Abubakar Malami, SAN, on behalf of President Muhammadu Buhari, on Thursday, September 2, 2021.
#NDDC #NigerDelta #GbaramatuVoice",gbaramatuvoice
31,2022-01-30 17:35:55+00:00,1487842021523996674,"@MuhammadOhinoyi President Muhammadu Buhari Thursday said he was overwhelmed by the banditry in the North West part of the country.
https://t.co/XcyqapsOEB",tripdarlyn
32,2022-01-30 17:27:12+00:00,1487839828565807105,"HOW MUHAMMADU BUHARI BECAME PRESIDENT IN 2015? 

History has told us that men do not learn from history. The story that must be told never forgives silence. When a writer is silent he is lying. Today I ask:
Where were these people who are making noise today when Asiwaji BAT took https://t.co/2K6eVmlUSU",TinubuOclock
33,2022-01-30 17:24:38+00:00,1487839184400392193,"We have seen were some young people misgoverned and misbehave in power. 
After all
Muhammadu Buhari - Nigeria 🇳🇬 - 79years 
Joe Biden - USA 🇺🇸-79
Donald Trump-  🇺🇸- 75
US House of Reps Speaker Nancy Polosi- 81
Paul Biya- Cameroon 🇨🇲 88
Michel_Aoun - Lebanon 🇱🇧- 88
etc",IzalaAbubakar
34,2022-01-30 17:21:44+00:00,1487838452305567753,"President Muhammadu Buhari has extended heartfelt condolences to Chief Innocent Chukwuma, Chairman/CEO of Innoson Group of Companies Limited, on the passing of his mother, Mama Martina Chukwuma, aged 101

https://t.co/jxVANGOe3m

#OperaNewsHub",OperaNewsHubNG
35,2022-01-30 16:56:52+00:00,1487832196366876672,"Socio-Economic Rights and Accountability Project (SERAP) has sued President Muhammadu Buhari over allegations that N3.1 billion is missing from the Ministry of Finance.

SERAP accused the Nigerian leader of failing to ensure the prosecution of those

https://t.co/ami9ctwOl1 https://t.co/i2kz2dBYPH",tickernewsng
36,2022-01-30 16:47:32+00:00,1487829847485427718,"The famous statement by General Muhammadu Buhari comes to mind

""Who is subsidizing what ""

Subsidy is a fraud. The biggest official fraud in Nigeria atm",iykimo
37,2022-01-30 16:19:26+00:00,1487822773502332928,"@ChinasaNworu @AApex15 @AJEnglish @USinNigeria @real_IpobDOS @UKinNigeria @EUinNigeria @ForeignPolicy @StateDept @SecBlinken @IsraeliPM We call upon you Muhammadu Buhari that shifted the freedom responsibility of Prince mazi Nnamdi kanu to the Nigerian court,to immediately adopt and obey the ruling of the high Court of umuahia and publicly apologise to Prince mazi Nnamdi kanu for all your filthy atrocities.",Greatgee5
38,2022-01-30 16:12:18+00:00,1487820978210099207,President Muhammadu Buhari Ordered 24 M-346FA aircrafts from Italy and Nigerian Airforce is scheduled to take delivery of 12 complete M-346 FA aircraft from Italy this year. https://t.co/4qzwOaLOZj,sanusi90064
39,2022-01-30 16:05:25+00:00,1487819249125101570,President Muhammadu Buhari gifts man whom saved his life after bomb blast on his convoy at kaduna before 2015 election with a brand new golf &amp; huge sum of 700k. https://t.co/ub0YzKBp2C,sanusi90064
40,2022-01-30 16:02:21+00:00,1487818476723093508,"A youth that make a history in Zaria and in kaduna State is nobody other than Nasir Aliyu Babanyaya. Is the one that raise an alarm to the Mr president Muhammadu Buhari on a person who rescue him in 2014 Bomb blast in kaduna.
 Today he receive a golf car and a token of some of",SalymAbdussalam
41,2022-01-30 15:07:07+00:00,1487804573959946241,The Socio-Economic Rights and Accountability Project (SERAP) has filed a lawsuit against President Muhammadu Buhari for allegedly refusing https://t.co/kt5SjAXFU4,StrawberryNG
42,2022-01-30 14:55:39+00:00,1487801689935695874,"SERAP sues Buhari, others over ‘missing N3.1bn in Finance Ministry’ https://t.co/m7c9vvQxAp Rights and Accountability Project (SERAP) has filed a lawsuit against President Muhammadu Buhari “over his failure to p... https://t.co/2hNBmW9Yry",ThedailyNG
43,2022-01-30 14:54:32+00:00,1487801407315058692,@SERAPNigeria Don't you guys have other job than sueing President Muhammadu Buhari,OmeizaahHaroun
44,2022-01-30 14:48:01+00:00,1487799767501623300,"Socio-Economic Rights and Accountability Project (SERAP) has filed a lawsuit against President Muhammadu Buhari “over his failure to probe allegations that over N3bn of public funds are missing from the Federal Ministry of Finance, and to

https://t.co/SfC3QmniWu https://t.co/7W6h38Yf1e",Worldstagegroup
45,2022-01-30 14:43:59+00:00,1487798753335595008,"The Accountant General of the Federation (AGF), Alhaji Idris Ahmed, says President Muhammadu Buhari administration’s financial reform is yielding positive dividends https://t.co/V3O5rJD7jD",iamst_tee
46,2022-01-30 14:41:27+00:00,1487798116694773762,"President Muhammadu Buhari had on 26 January 2021 appointed Air Marshal Oladayo Amao as the 21st Chief of the Air Staff (CAS) among other service Chiefs.

https://t.co/hu3ckXZifH

#OperaNews",TheOperaNewsNG
47,2022-01-30 14:16:27+00:00,1487791823955189762,ZIYARAR SHUGABAN KASA MUHAMMADU BUHARI ZUWA JIHAR ZAMFARA https://t.co/1Mkwz1LRXt,RahmaTelevision
48,2022-01-30 13:59:16+00:00,1487787500496203783,"@lexzymora @mrs_murja @ProfOsinbajo @NigeriaGov @OfficialAPCNg @tundefashola @ChibuikeAmaechi @MBuhari @officialABAT @BashirAhmaad @NGRSenate @HouseNGR Write this down somewhere, Prof. Yemi Osinbajo will be campaigning and voting for Bola Ahmed Tinubu in 2023 the same way Alhaji Atiku Abubakar campaigned and voted for Muhammadu Buhari in 2015. It is a very simple thing.✌",AkinAdejola
49,2022-01-30 13:45:24+00:00,1487784009690189826,"2/2…The Pipeline Will Pass Through Abidjan, Lome,Shata Tema &amp; Takoradi,  Freetown,  Conakry,  Guinea Bissau,  Gambia,  Dakar , Nouakchott,  Tangier And Candiz In Spain.

President Muhammadu Buhari About To Make A Massive History . https://t.co/rPlKhuzOsw",usmanyusuf
50,2022-01-30 13:39:18+00:00,1487782474386231297,"""All we do is work, No free money in APC""

~ President Muhammadu Buhari https://t.co/aXEaVMNWD9",usmanyusuf
51,2022-01-30 13:30:55+00:00,1487780365653708800,"Just For Laughs:

“The day Benue pays salaries, President Muhammadu Buhari would be there to commission handkerchieves, to wipe tears of joy.”

#IAmInStitches",SheethJamaal
52,2022-01-30 13:26:09+00:00,1487779164371529728,"@AyofeOlaniyi12 @buharifunke1 @ValiantNig @ishakaa @woye1 @__keyzman @gboyegaakosile @Ekinne_Olalekan @theseyibello @Banjy47 When you don't deal with crime, then expect the crime to get worse.
this is the type of clueless leadership that Goodluck Jonathan and Muhammadu Buhari gave to Nigeria, that see crime rising from 10% to the highest position like we've never seen before in Nigeria.",mikedavidxson
53,2022-01-30 13:16:13+00:00,1487776665250021387,"SERAP Sues Buhari, Others Over ‘Missing N3.1bn In Finance Ministry’

By Oluwatosin Ajayi

IBADAN(GVE)- The Socio-Economic Rights and Accountability Project (SERAP) has filed a lawsuit against President Muhammadu Buhari.

The suit is in connection with “h

https://t.co/08Qk9PIMcF https://t.co/KA08rtDXpj",globalextra
54,2022-01-30 13:05:39+00:00,1487774005251694597,"If dem no involve you commot body 

                              - Muhammadu Buhari",cwethein
55,2022-01-30 13:01:46+00:00,1487773028758994945,"If dem promise you, no put hope🚶🏾

                        - Muhammadu Buhari",Updateboyx
56,2022-01-30 12:26:30+00:00,1487764156241661952,"SHUGANA BUHARI ZAI KAMMALA AIKIN TITINA 21 A KANO BANA

#GaskiyarLamarinNijeriya

Ko kun san Shugaba Muhammadu Buhari zai kammala aikin titina 21 da Gwamnatin Tarayya ke gudanarwa a Jihar Kano cikin wannan shekara ta 2022?",KOKUNSANI
57,2022-01-30 12:25:29+00:00,1487763900682670080,"Thank You.

AJURI NGELALE
Senior Special Assistant to President Muhammadu Buhari on Public Affairs
@AjuriNgelale",thereal_godfrey
58,2022-01-30 12:23:09+00:00,1487763312368664582,"Thank You.
AJURI NGELALE
Senior Special Assistant to President Muhammadu Buhari on Public Affairs",JosephInyali
59,2022-01-30 12:13:54+00:00,1487760985704255488,"Socio-Economic Rights and Accountability Project (SERAP) has filed a lawsuit against President Muhammadu Buhari

https://t.co/1cZuNjlzWy https://t.co/iSGd1g4Axc",imizuirhine
60,2022-01-30 12:10:03+00:00,1487760016023212039,"Socio-Economic Rights and Accountability Project (SERAP) has filed a lawsuit against President Muhammadu Buhari

https://t.co/lvmJ18qDjP",tngbreaking
61,2022-01-30 12:10:00+00:00,1487760002593046529,"Socio-Economic Rights and Accountability Project (SERAP) has filed a lawsuit against President Muhammadu Buhari

https://t.co/mdO8PSZt8H",tngreports
62,2022-01-30 12:05:35+00:00,1487758890900938752,The Socio-Economic Rights and Accountability Project (SERAP) has filed a lawsuit against President Muhammadu Buhari. https://t.co/phl2RX9rfz,StrawberryNG
63,2022-01-30 12:05:33+00:00,1487758883485589512,Ongoing Construction Of IBE Bridge In Benue State Linking Taraba- Plateau - Nasarawa States And The FCT By President Muhammadu Buhari Administration! https://t.co/LwSWxa10N0,Devinebeign
64,2022-01-30 12:03:03+00:00,1487758252939038722,"SERAP sues Buhari, others over ‘missing N3.1bn in Finance ministry’

The Socio-Economic Rights and Accountability Project (SERAP) has filed a lawsuit against President Muhammadu Buhari. The suit is in connection with “his failure to probe allegations that  https://t.co/x1qc62yhRy https://t.co/WixmuQHdwK",coretvnewsng
65,2022-01-30 11:33:02+00:00,1487750700905865216,Women under the aegis of Bennie Amazon Prime have staged a wall rally calling on President Muhammadu Buhari and other APC stakeholders https://t.co/jAe424yap2,StrawberryNG
66,2022-01-30 11:19:47+00:00,1487747364366528513,"If you like dine with them as Igbo leader they still sees us as enemies, no be for today.

Lt. Colonel Chris Ugokwe (left) and Brigadier Muhammadu Buhari captured together in an undated  photograph (Likely circa early 1980s). https://t.co/P1Wp7PIVGU",IgboNative
67,2022-01-30 11:18:53+00:00,1487747136896872456,@FolaRamos @MuhammaduBuhari Sho mo dragoni?,Eazy_boi199
68,2022-01-30 11:08:24+00:00,1487744500135075844,"2023 Presidency: Northern Nigeria should retain power – Governor Mohammed

Bauchi State Governor, Bala Mohammed, is advocating for the northern part of Nigeria to retain power in 2023. President Muhammadu Buhari, who swept to power in 2015, would have https://t.co/XnEzUM3obH https://t.co/K0NEOTObIx",coretvnewsng
69,2022-01-30 11:01:16+00:00,1487742704964493313,"NPower 2021 
Estimated reading time:  9 minutes

N-Power is a scheme set up by the President of Nigeria, Muhammadu Buhari on 8 June 2016, to address the issues of youth Click URL to read full post https://t.co/vFd50xF2tl #productivity https://t.co/Uwgz0KzIgH",expertsng
70,2022-01-30 10:58:18+00:00,1487741959749967875,"In Ebonyi, Obasanjo had 752,823 votes (94.5 percent) but Ojukwu polled only 20,525 votes (02.6 percent) within the same range as Muhammadu Buhari who had 16,308 votes in the state.
In Enugu, Obasanjo had 897,721 votes (79.7 percent) while Ojukwu had 177,050 votes (15.7 percent).",RealOlaudah
71,2022-01-30 10:25:37+00:00,1487733731691532289,"''The first great moment was when President Muhammadu Buhari assumed office in 2015''

Derailed Deregulation and the Danger of Dithering https://t.co/Pf6tcsZipy via @thisdaylive",thalynxis
72,2022-01-30 10:12:41+00:00,1487730477821841408,@EzekielOlugbogi Okun to ni...... lo fi drag mentor e @muhammaduBuhari,FolaRamos
73,2022-01-30 09:26:04+00:00,1487718749310488581,"President Muhammadu Buhari Is A Leader With Uncommon Political Will, Says James Lalu https://t.co/RJY9QNPikN via @Inclusive News Network",sejdayo
74,2022-01-30 09:22:02+00:00,1487717732921614337,"The impeachment of Nigeria's Muhammadu Buhari was prophesied by #ProphetElvisMbonye on 26th January 2021.

He is the only authentic Prophet to the nations.
Amos 3:7 Surely the Lord GOD will do nothing, but he revealeth his secret unto his servants the prophets. https://t.co/97xcgFqcqg",AnnShineMubeezi
75,2022-01-30 08:57:52+00:00,1487711648970379264,"The government of Muhammadu BUHARI and the APC must as a Matter of National Emergency ARREST this Government Approved Robbery of Nigerians by the Discos, especially Ikeja Electric. The Nigeria Electricity Regulatory Commission (NERC) has become AN ENABLER rather than a Regulator",Yussufajeka
76,2022-01-30 08:01:51+00:00,1487697551662981124,"Minister of Works and Housing, Babatunde Fashola, has disclosed that the Abuja-Kaduna-Zaria-Kano dual carriageway will be completed before President Muhammadu Buhari hands over power on May 29, 2023. https://t.co/Mu9Lo1P2SI",TheNationNews
77,2022-01-30 05:46:09+00:00,1487663402302545920,"When Gen Muhammadu Buhari was attacked by Book Haram in 2014,he was rescued by this taxi driver(middle). https://t.co/wgT8QWCbW2",tommylonge
78,2022-01-30 02:00:47+00:00,1487606689008340994,"@homahoops @RickDav25839592 @Mingz22 @BlaiseJ28592891 @MailOnline this forced the majority muslim nigerian goverment led by Nigerian muslim president  Muhammadu Buhari to  finally end this this police unit and people celebrated, but the corruption still prevailed. All he did was rerouted those Sars officers to other police units shockingly.",VMemeh
79,2022-01-30 01:09:35+00:00,1487593801694728194,"@ogundamisi Babatunde idiagbon and Muhammadu Buhari, they later became president and vice president",sweetkentoma
80,2022-01-30 00:21:50+00:00,1487581786683158528,"Finally, the hour is near. 

Come Tuesday February 1st 2022, President Muhammadu Buhari will launch the HIV Trust Fund of Nigeria (HTFN) at the Banquet Hall of the State House Abuja. 

#htfnlaunch #pmtct #endAIDS #EndHIV #mothertochildtransmission 

@htfnigeria https://t.co/FR6evxHRWe",jekwuozoemene
81,2022-01-29 23:52:33+00:00,1487574415231627273,Why Buhari Canceled Zamfara Trip – PDP (AFRICAN EXAMINER) – The People’s Democratic Party (PDP) has stated that President Muhammadu Buhari canceled his trip to Zamfara because of the fear of being... - https://t.co/7GGcfzNJIF,myAfrica2021
82,2022-01-29 23:35:50+00:00,1487570208940244993,"⁦@MELANIATRUMP⁩ ⁦@POTUS⁩ ⁦@MBuhari⁩ see why my Darling President Muhammadu Buhari is welcoming home our people from the diaspora, we love &amp; respect our elders, our sons are NOT SOBs &amp; our African countries are not “shitholes” Alhamdulillah https://t.co/YPK1i6oxWG",PharmacistsBB
83,2022-01-29 22:50:48+00:00,1487558876467707906,Ongoing Construction Of IBE Bridge In Benue State Linking Taraba- Plateau - Nasarawa States And The FCT By President Muhammadu Buhari Administration! https://t.co/oRFEMyAMKG,a_ayinke
84,2022-01-29 22:31:51+00:00,1487554107665797134,"President Muhammadu Buhari entered marriage with his first wife Safinatu in December 1971.
Hajiya Safinatu was born on December 11, 1952, in the Plateau State Capital, Jos, but hails from Mani in Katsina State.
The name of her father is Alhaji Yusuf Mani, while her mother is",zahraofafrica
85,2022-01-29 22:31:50+00:00,1487554105476370442,"MEET THE PRESIDENT FIRST WIFE

Muhammadu Buhari GCFR is a Nigerian politician currently serving as the President of Nigeria, in office since 2015.
No Need For Long Talk Guys Let Go Straight To The Point.
I'm Gonna Reveal To You The First Wife Of President Buhari https://t.co/LFFFwpR9h1",zahraofafrica
86,2022-01-29 22:26:34+00:00,1487552777119272961,"President Muhammadu Buhari Is A Leader With Uncommon Political Will, Says James Lalu https://t.co/abq6p2ldtg",InclusiveNews1
87,2022-01-29 22:16:19+00:00,1487550200721850368,"Abinda Elrufai yayi a Kaduna, shi ake kira wuji-wuji ina gabas. 

—President Muhammadu Buhari. https://t.co/i64lVnKkRA",AbduljalaalMusa
88,2022-01-29 20:56:30+00:00,1487530112832753676,"President Muhammadu Buhari send a gift of a car and N700k to mallam Nasiru (small fire), for giving him a lift home, when he was attacked in 2014.

Burkina Faso
Rofiat
Marcelo
Yahoo https://t.co/DLuHUujcBB",binyaminu_24744
89,2022-01-29 20:45:37+00:00,1487527373872455681,@realFFK why are you scared of coup when your current president Muhammadu Buhari once committed same evil against Nigeria but was rewarded with positions in government and presidency instead of hanging in the gallows ? https://t.co/V70jWheW4c,AnufemekiKing
90,2022-01-29 20:40:38+00:00,1487526119872114689,"@sp_akori Muhammadu Buhari, the number one competent leader...and we also have other competent leaders under his government and party. If e pain, make e pain you Wella.",MuhammadOhinoyi
91,2022-01-29 20:39:59+00:00,1487525956038410244,"Abuja-KD-Zaria-Kano Exp: The last time #Nigeria saw this level of federal investment in roads, a certain Gen. Muhammadu Buhari was in charge of an institution called the Petroleum Trust Fund (PTF), established at the time to invest surplus Petroleum revenues in #infrastructure. https://t.co/83mJ6Zu9As",toluogunlesi
92,2022-01-29 20:36:40+00:00,1487525122118492161,Governor AbdulRahman AbdulRazaq @RealAARahman alongside his counterparts from other states joined President Muhammadu Buhari @MBuhari to commission @BUAgroup Cement Plant and also pay a courtesy call on the Sultan of Sokoto Muhammad Sa'Ad Abubakar 111 in Sokoto State. https://t.co/P46sG9N2IQ,IamAhmadShooto
93,2022-01-29 20:16:53+00:00,1487520143194398729,"Lt. Colonel Chris Ugokwe and Brigadier Muhammadu Buhari captured together in an undated  photograph (Likely circa early 1980s).
Both men joined the Nigerian Army in the early 1960s (Ugokwe claimed that he enrolled on the same day as both Buhari &amp; Shehu Musa Yar'Adua) #Lifeinarewa https://t.co/oLkrSJNHkT",lifeinarewa
94,2022-01-29 19:18:23+00:00,1487505422659502083,@yahayasa39ad @Abiadeadebayo20 BUHARI IS WORKING...NIGERIA IS MOVING FORWARD..GOD BLESS PRESIDENT MUHAMMADU BUHARI...GOD BLESS NIGERIA.. https://t.co/1S1j4BzCKM,AlhajiMarooph
95,2022-01-29 19:16:15+00:00,1487504884551196673,President Muhammadu Buhari whose assent was needed to validate the bill to a law vetoed it out and sent it back for a possible rework https://t.co/Zp5yVw53yQ,vanguardngrnews
96,2022-01-29 18:23:53+00:00,1487491705712611337,#HeadsUp: Governor AbdulRahman AbdulRazaq alongside his counterparts from other states joined President Muhammadu Buhari to commission BUA Cement Plant and also pay a courtesy call on the Sultan of Sokoto Muhammad Sa'Ad Abubakar 111 in Sokoto State. https://t.co/jEYRHeLGaH,Yeribabaa
97,2022-01-29 18:11:01+00:00,1487488466397106179,Kwara State Governor @RealAARahman alongside his counterparts from other states joined President Muhammadu Buhari to commission BUA Cement Plant and also pay a courtesy call on the Sultan of Sokoto Muhammad Sa'Ad Abubakar III in Sokoto State. https://t.co/QpfwZoAd6o,Allstar023
98,2022-01-29 17:59:12+00:00,1487485495294795778,"President Muhammadu Buhari; while signing the Budget into law, complained bitterly of how the National Assembly inserted (preferred using the language - padded) over 600 hundred projects, which according to him, would make the Budget “unimplementable”.",godwin_buebu
99,2022-01-29 16:17:46+00:00,1487459967519105028,"19. Federal Secretariat Road (now Muhammadu Buhari

Drive)

20. Dick Tiger Road

21. Dick Tiger Street

22. Akachi Road (now Evan Enwerem Way)

23. Relief Market road

24. Imo University Teaching Hospital Road, Orlu

25. Construction/Rehabilitation of Egbeada Bypass Road 
3/",mr_okokobioko
100,2022-01-29 16:13:31+00:00,1487458896167985153,"@mrwtffacts Muhammadu Buhari is a black belt in Judo and a holder of the 10th-degree taekwondo black belt, one level above  Vladimir Putin",bawanishege
101,2022-01-29 16:03:18+00:00,1487456326267674628,"Using his position as a member of the Federal Executive Council, Prince Clem Agba facilitated the award by His Excellency President Muhammadu Buhari, GCFR, of several road projects in Edo State amongst which are: 
#ClemAgbaTheOduma 
@ClemAgba https://t.co/Caj6ULDJmj",Isahesi
102,2022-01-29 15:55:19+00:00,1487454318617845761,"down for the other. When Yar'Adua was declared the winner, the others went to court. 

In 2011, Nuhu Ribadu, Ibrahim Shekarau, and Muhammadu Buhari contested against Goodluck Jonathan in spite of the risk that their votes might be split and give Jonathan an advantage. Three of",AfamDeluxo
103,2022-01-29 15:55:19+00:00,1487454317065998343,"primaries and went with him to campaign in the Southeast, raising Obasanjo's hand in different campaign grounds in the Southeast. 

In  2007, Muhammadu Buhari, Atiku Abubakar, and Umaru Musa Yar'Adua all contested the presidential election. None of these 3 Northerners stepped",AfamDeluxo
104,2022-01-29 15:53:21+00:00,1487453821081161728,"Olujonwo, son of former President Olusegun Obasanjo, has pledged to support Vice President Yemi Osinbajo in 2023. 

Babafemi Ojudu, an aide to President Muhammadu Buhari stated this on Saturday, January 29. 

https://t.co/qRUNvjCM05",legitngnews
105,2022-01-29 15:34:02+00:00,1487448963368247300,"The Arewa Youth Assembly have called on prominent Nigerians and business moguls to join the race to succeed President Muhammadu Buhari in 2023.

Arewa youths made the call in a statement titled, “Private Sector Players to Join the 2023 Presidential

https://t.co/L0OBb9lrmY",reportdailys
106,2022-01-29 15:32:49+00:00,1487448655233757190,"President Muhammadu Buhari’s aide has revealed that Olujonwo, son of former President Olusegun Obasanjo, has vowed to back Yemi Osinbajo if he joins the presidential race.

https://t.co/DsSun8sarY",reportdailys
107,2022-01-29 15:30:58+00:00,1487448188348993537,OGUN State Governor Dapo Abiodun has spent thousands of taxpayers’ money while leading delegates on a thank-you visit to President Muhammadu Buhari in Abuja for visiting his state. https://t.co/mG6F9fovK4,TheICIR
108,2022-01-29 15:15:24+00:00,1487444272991326208,"A group of Muslims under the aegis of Zumuratul Jamiu Mumin Society of Nigeria, has petitioned President Muhammadu Buhari, Senate President Ahmed Lawan and the Works and Housing Minister, Mr. Babatunde Fashola over alleged plot to drive them from their…

https://t.co/vg0gHy9QCY",daily_trust
